0.496341463	0.518011257	0.50065666	0.595590994	0.523639775	0.501407129
0.49727955	0.514258912	0.501125704	0.576454034	0.517917448	0.501031895
0.497467167	0.515947467	0.501125704	0.584709193	0.517073171	0.501125704
0.49793621	0.521669794	0.49934334	0.612664165	0.515666041	0.501500938
0.498499062	0.514446529	0.50206379	0.576829268	0.51163227	0.501125704
0.499061914	0.51988743	0.501969981	0.603846154	0.509380863	0.501219512
0.498874296	0.516510319	0.501594747	0.586679174	0.510131332	0.501219512
0.498874296	0.514634146	0.50272045	0.577298311	0.509756098	0.501219512
0.493527205	0.519606004	0.500750469	0.598874296	0.536397749	0.501125704
0.493621013	0.52739212	0.5		0.636022514	0.537335835	0.501031895
0.512570356	0.518105066	0.501219512	0.594559099	0.442120075	0.501782364
0.50206379	0.502157598	0.501125704	0.514540338	0.491463415	0.501031895
0.70000000	0.200000000	0.200000000	0.700000000	0.200000000	0.200000000
0.20000000	0.700000000	0.700000000	0.200000000	0.700000000	0.700000000
0.20000000	0.700000000	0.700000000	0.200000000	0.200000000	0.200000000
