0.496810507	0.496435272	0.493433396	0.483208255	0.515853659	0.499718574	1.0	0.0	0.0	0.0
0.480675422	0.478424015	0.4684803	0.392120075	0.594277674	0.498592871	1.0	0.0	0.0	0.0
0.460225141	0.467636023	0.445684803	0.336772983	0.696810507	0.495684803	1.0	0.0	0.0	0.0
0.477298311	0.493621013	0.477579737	0.46641651	0.614915572	0.498592871	1.0	0.0	0.0	0.0
0.468574109	0.468949343	0.453095685	0.342964353	0.653001876	0.498874296	1.0	0.0	0.0	0.0
0.478236398	0.497842402	0.47804878	0.487429644	0.610318949	0.499437148	1.0	0.0	0.0	0.0
0.466041276	0.507317073	0.464727955	0.532551595	0.672514071	0.498874296	1.0	0.0	0.0	0.0
0.43358349	0.510412758	0.43011257	0.54108818	0.836210131	0.498968105	1.0	0.0	0.0	1.0
0.444277674	0.531238274	0.436585366	0.645403377	0.789212008	0.501219512	1.0	0.0	0.0	1.0
0.401969981	0.5315197	0.398405253	0.642776735	1		0.497091932	1.0	0.0	0.0	1.0
0.486585366	0.510694184	0.482551595	0.553095685	0.569981238	0.500187617	1.0	0.0	0.0	0.0
0.449437148	0.529174484	0.494746717	0.650093809	0.780487805	0.499530957	1.0	0.0	0.0	1.0
0.482551595	0.520356473	0.499530957	0.609474672	0.599906191	0.500187617	1.0	0.0	1.0	0.0
0.460225141	0.522795497	0.488461538	0.615103189	0.718761726	0.507035647	1.0	0.0	0.0	1.0
0.495497186	0.515103189	0.498874296	0.583020638	0.527861163	0.500750469	1.0	0.0	1.0	0.0
0.495403377	0.515384615	0.500469043	0.585553471	0.529080675	0.500938086	1.0	0.0	1.0	0.0
0.495778612	0.509099437	0.501031895	0.551782364	0.525515947	0.500562852	1.0	0.0	1.0	0.0
0.495121951	0.515290807	0.50065666	0.58424015	0.530487805	0.500938086	1.0	0.0	1.0	0.0
0.49521576	0.512288931	0.500938086	0.568292683	0.528986867	0.500938086	1.0	0.0	1.0	0.0
0.496247655	0.50891182	0.501031895	0.550093809	0.522889306	0.500844278	1.0	0.0	1.0	0.0
0.495590994	0.523827392	0.500938086	0.627110694	0.528986867	0.501313321	1.0	0.0	1.0	0.0
0.496435272	0.518949343	0.501594747	0.601500938	0.523639775	0.501031895	1.0	0.0	1.0	0.0
0.496341463	0.518011257	0.50065666	0.595590994	0.523639775	0.501407129	1.0	0.0	1.0	0.0
0.49727955	0.514258912	0.501125704	0.576454034	0.517917448	0.501031895	1.0	0.0	1.0	0.0
0.497467167	0.515947467	0.501125704	0.584709193	0.517073171	0.501125704	1.0	0.0	1.0	0.0
0.49793621	0.521669794	0.49934334	0.612664165	0.515666041	0.501500938	1.0	0.0	1.0	0.0
0.498499062	0.514446529	0.50206379	0.576829268	0.51163227	0.501125704	1.0	0.0	1.0	0.0
0.499061914	0.51988743	0.501969981	0.603846154	0.509380863	0.501219512	1.0	0.0	1.0	0.0
0.498874296	0.516510319	0.501594747	0.586679174	0.510131332	0.501219512	1.0	0.0	1.0	0.0
0.498874296	0.514634146	0.50272045	0.577298311	0.509756098	0.501219512	1.0	0.0	1.0	0.0
0.493527205	0.519606004	0.500750469	0.598874296	0.536397749	0.501125704	1.0	0.0	1.0	0.0
0.493621013	0.52739212	0.5		0.636022514	0.537335835	0.501031895	1.0	0.0	1.0	0.0
0.512570356	0.518105066	0.501219512	0.594559099	0.442120075	0.501782364	1.0	0.0	1.0	0.0
0.50206379	0.502157598	0.501125704	0.514540338	0.491463415	0.501031895	1.0	0.0	1.0	0.0
0.70000000	0.200000000	0.200000000	0.700000000	0.200000000	0.200000000	1.0	0.0	1.0	1.0
0.20000000	0.700000000	0.700000000	0.200000000	0.700000000	0.700000000	1.0	1.0	0.0	0.0
0.20000000	0.700000000	0.700000000	0.200000000	0.200000000	0.200000000	1.0	1.0	0.0	1.0
